num,Year,districts,Total,Totalu5,ZS
515,2017,HOUEYOGBE,114342,16123,Comè-Grand popo-Houèyogbé-Bopa  
516,2017,LOKOSSA,117784,16843,Lokossa-Athiémè  
517,2017,ADJARRA,109327,17073,Akpro-missérété-Avrankou-Adjarra  
518,2017,ADJOHOUN,84525,12779,Adjohoun-Bonou-Dangbo  
519,2017,AGUEGUES,50006,7686,Porto-Novo-Sèmè-Kpodji-Aguégués  
520,2017,AKPRO-MISSERETE,117481,21495,Akpro-missérété-Avrankou-Adjarra  
521,2017,AVRANKOU,143694,23882,Akpro-missérété-Avrankou-Adjarra  
522,2017,BONOU,49767,7403,Adjohoun-Bonou-Dangbo  
523,2017,DANGBO,108207,17425,Adjohoun-Bonou-Dangbo  
524,2017,PORTO-NOVO,296613,39894,Porto-Novo-Sèmè-Kpodji-Aguégués  
525,2017,SEME-KPODJI,249909,38857,Porto-Novo-Sèmè-Kpodji-Aguégués  
526,2017,ADJA-OUERE,130489,20032,Pobè-Kétou-Adja-ouèrè  
527,2017,IFANGNI,124531,19523,Sakété-Ifangni  
528,2017,KETOU,176576,27991,Pobè-Kétou-Adja-ouèrè  
529,2017,POBE,138787,21076,Pobè-Kétou-Adja-ouèrè  
530,2017,SAKETE,128026,17183,Sakété-Ifangni  
531,2017,ABOMEY,103538,13657,Djidja-Abomey-Agbangnizoun  
532,2017,AGBANGNIZOUN,81413,12066,Djidja-Abomey-Agbangnizoun  
533,2017,BOHICON,192768,28635,Bohicon-Za-kpota-Zogbodomey  
534,2017,COVE,57508,8174,Covè-Zagnanado-Ouinhi  
535,2017,DJIDJA,138636,21912,Djidja-Abomey-Agbangnizoun  
536,2017,OUINHI,66636,10166,Covè-Zagnanado-Ouinhi  
537,2017,ZAGNANADO,61788,8962,Covè-Zagnanado-Ouinhi  
538,2017,ZA-KPOTA,149045,24304,Bohicon-Za-kpota-Zogbodomey  
539,2017,ZOGBODOMEY,104289,16423,Bohicon-Za-kpota-Zogbodomey  
540,2019,BANIKOARA,292777,50909,Banikoara (ZS)  
541,2019,GOGOUNOU,139544,25796,Kandi-Gogounou-Ségbana  
542,2019,KANDI,212884,38100,Kandi-Gogounou-Ségbana  
543,2019,KARIMAMA,78786,14306,Malanville-Karimama  
544,2019,MALANVILLE,200240,35297,Malanville-Karimama  
545,2019,SEGBANA,105772,20223,Kandi-Gogounou-Ségbana  
546,2019,BOUKOUMBE,97899,16367,Natitingou-Boukoumbé-Toucountouna  
547,2019,COBLY,80270,14609,Tanguiéta-Cobly-Matéri  
548,2019,KEROU,118971,22923,Kouandé-Péhunco-Kérou  
549,2019,KOUANDE,132440,23247,Kouandé-Péhunco-Kérou  
550,2019,MATERI,135311,22712,Tanguiéta-Cobly-Matéri  
551,2019,NATITINGOU,123300,18135,Natitingou-Boukoumbé-Toucountouna  
552,2019,PEHUNCO,92873,17272,Kouandé-Péhunco-Kérou  
553,2019,TANGUIETA,88952,14804,Tanguiéta-Cobly-Matéri  
554,2019,TOUCOUNTOUNA,47233,7643,Natitingou-Boukoumbé-Toucountouna  
555,2019,ABOMEY-CALAVI,779342,113336,Abomey-Calavi-So-ava  
556,2019,ALLADA,151404,22824,Allada-Toffo-Zè  
557,2019,KPOMASSE,80323,11271,Ouidah-Kpomassè-Tori-Bossito  
558,2019,OUIDAH,192395,29439,Ouidah-Kpomassè-Tori-Bossito  
559,2019,SO-AVA,140760,24232,Abomey-Calavi-So-ava  
560,2019,TOFFO,120619,17933,Allada-Toffo-Zè  
561,2019,TORI-BOSSITO,68431,10543,Ouidah-Kpomassè-Tori-Bossito  
562,2019,ZE,126946,20538,Allada-Toffo-Zè  
563,2019,BEMBEREKE,155849,26286,Bembèrèkè-Sinendé  
564,2019,KALALE,200526,41057,Nikki-Kalalé-Pèrèrè  
565,2019,N'DALI,134890,24343,N'Dali-Parakou  
566,2019,NIKKI,179569,34486,Nikki-Kalalé-Pèrèrè  
567,2019,PARAKOU,303348,40854,N'Dali-Parakou  
568,2019,PERERE,93788,19606,Nikki-Kalalé-Pèrèrè  
569,2019,SINENDE,108849,20172,Bembèrèkè-Sinendé  
570,2019,TCHAOUROU,264948,47903,Tchaourou (ZS)  
571,2019,BANTE,127264,18787,Savalou-Bantè  
572,2019,DASSA-ZOUME,133131,19802,Dassa-Glazoué  
573,2019,GLAZOUE,147746,20399,Dassa-Glazoué  
574,2019,OUESSE,168627,23980,Savè-Ouèssè  
575,2019,SAVALOU,171634,27038,Savalou-Bantè  
576,2019,SAVE,103512,14368,Savè-Ouèssè  
577,2019,APLAHOUE,203170,31428,Aplahoué-Djakotomey-Dogbo  
578,2019,DJAKOTOME,159141,22819,Aplahoué-Djakotomey-Dogbo  
579,2019,DOGBO,122367,16488,Aplahoué-Djakotomey-Dogbo  
580,2019,KLOUEKANME,152693,23824,Klouékamè-Toviklin-Lalo  
581,2019,LALO,142397,21834,Klouékamè-Toviklin-Lalo  
582,2019,TOVIKLIN,105214,15521,Klouékamè-Toviklin-Lalo  
583,2019,BASSILA,154467,24512,Bassila (ZS)  
584,2019,COPARGO,84230,11687,Djougou-Ouaké-Copargo  
585,2019,DJOUGOU,317993,50411,Djougou-Ouaké-Copargo  
586,2019,OUAKE,88209,12359,Djougou-Ouaké-Copargo  
587,2019,COTONOU,806241,103679,Cotonou  
588,2019,ATHIEME,67066,9444,Lokossa-Athiémè  
589,2019,BOPA,114322,16347,Comè-Grand popo-Houèyogbé-Bopa  
590,2019,COME,94977,12889,Comè-Grand popo-Houèyogbé-Bopa  
591,2019,GRAND-POPO,68435,9100,Comè-Grand popo-Houèyogbé-Bopa  
592,2019,HOUEYOGBE,120985,16739,Comè-Grand popo-Houèyogbé-Bopa  
593,2019,LOKOSSA,124628,17471,Lokossa-Athiémè  
594,2019,ADJARRA,115679,17724,Akpro-missérété-Avrankou-Adjarra  
595,2019,ADJOHOUN,89437,13273,Adjohoun-Bonou-Dangbo  
596,2019,AGUEGUES,52912,7985,Porto-Novo-Sèmè-Kpodji-Aguégués  
597,2019,AKPRO-MISSERETE,124307,22365,Akpro-missérété-Avrankou-Adjarra  
598,2019,AVRANKOU,152043,24821,Akpro-missérété-Avrankou-Adjarra  
599,2019,BONOU,52659,7689,Adjohoun-Bonou-Dangbo  
600,2019,DANGBO,114494,18106,Adjohoun-Bonou-Dangbo  
601,2019,PORTO-NOVO,313847,41315,Porto-Novo-Sèmè-Kpodji-Aguégués  
602,2019,SEME-KPODJI,264429,40355,Porto-Novo-Sèmè-Kpodji-Aguégués  
603,2019,ADJA-OUERE,138070,20836,Pobè-Kétou-Adja-ouèrè  
604,2019,IFANGNI,131766,20288,Sakété-Ifangni  
605,2019,KETOU,186836,29132,Pobè-Kétou-Adja-ouèrè  
606,2019,POBE,146851,21921,Pobè-Kétou-Adja-ouèrè  
607,2019,SAKETE,135465,17835,Sakété-Ifangni  
608,2019,ABOMEY,109554,14153,Djidja-Abomey-Agbangnizoun  
609,2019,AGBANGNIZOUN,86143,12533,Djidja-Abomey-Agbangnizoun  
610,2019,BOHICON,203968,29708,Bohicon-Za-kpota-Zogbodomey  
611,2019,COVE,60849,8476,Covè-Zagnanado-Ouinhi  
612,2019,DJIDJA,146691,22812,Djidja-Abomey-Agbangnizoun  
613,2019,OUINHI,70507,10565,Covè-Zagnanado-Ouinhi  
614,2019,ZAGNANADO,65378,9303,Covè-Zagnanado-Ouinhi  
615,2019,ZA-KPOTA,157705,25311,Bohicon-Za-kpota-Zogbodomey  
616,2019,ZOGBODOMEY,110349,17084,Bohicon-Za-kpota-Zogbodomey  
617,2021,BANIKOARA,309525,52949,Banikoara (ZS)  
618,2021,GOGOUNOU,147526,26827,Kandi-Gogounou-Ségbana  
619,2021,KANDI,225062,39638,Kandi-Gogounou-Ségbana  
620,2021,KARIMAMA,83293,14870,Malanville-Karimama  
621,2021,MALANVILLE,211694,36683,Malanville-Karimama  
622,2021,SEGBANA,111823,21029,Kandi-Gogounou-Ségbana  
623,2021,BOUKOUMBE,103499,17016,Natitingou-Boukoumbé-Toucountouna  
624,2021,COBLY,84862,15199,Tanguiéta-Cobly-Matéri  
625,2021,KEROU,125777,23834,Kouandé-Péhunco-Kérou  
626,2021,KOUANDE,140016,24190,Kouandé-Péhunco-Kérou  
627,2021,MATERI,143051,23591,Tanguiéta-Cobly-Matéri  
628,2021,NATITINGOU,130354,18833,Natitingou-Boukoumbé-Toucountouna  
629,2021,PEHUNCO,98186,17973,Kouandé-Péhunco-Kérou  
630,2021,TANGUIETA,94041,15400,Tanguiéta-Cobly-Matéri  
631,2021,TOUCOUNTOUNA,49934,7969,Natitingou-Boukoumbé-Toucountouna  
632,2021,ABOMEY-CALAVI,823924,117517,Abomey-Calavi-So-ava  
633,2021,ALLADA,160065,23669,Allada-Toffo-Zè  
634,2021,KPOMASSE,84918,11685,Ouidah-Kpomassè-Tori-Bossito  
635,2021,OUIDAH,203401,30581,Ouidah-Kpomassè-Tori-Bossito  
636,2021,SO-AVA,148812,25183,Abomey-Calavi-So-ava  
637,2021,TOFFO,127519,18601,Allada-Toffo-Zè  
638,2021,TORI-BOSSITO,72345,10952,Ouidah-Kpomassè-Tori-Bossito  
639,2021,ZE,134207,21318,Allada-Toffo-Zè  
640,2021,BEMBEREKE,164764,27306,Bembèrèkè-Sinendé  
641,2021,KALALE,211997,42766,Nikki-Kalalé-Pèrèrè  
642,2021,N'DALI,142607,25292,N'Dali-Parakou  
643,2021,NIKKI,189841,35861,Nikki-Kalalé-Pèrèrè  
644,2021,PARAKOU,320701,42299,N'Dali-Parakou  
645,2021,PERERE,99153,20405,Nikki-Kalalé-Pèrèrè  
646,2021,SINENDE,115076,20972,Bembèrèkè-Sinendé  
647,2021,TCHAOUROU,280104,49806,Tchaourou (ZS)  
648,2021,BANTE,134544,19504,Savalou-Bantè  
649,2021,DASSA-ZOUME,140746,20561,Dassa-Glazoué  
650,2021,GLAZOUE,156198,21187,Dassa-Glazoué  
651,2021,OUESSE,178273,24903,Savè-Ouèssè  
652,2021,SAVALOU,181452,28127,Savalou-Bantè  
653,2021,SAVE,109433,14907,Savè-Ouèssè  
654,2021,APLAHOUE,214792,32666,Aplahoué-Djakotomey-Dogbo  
655,2021,DJAKOTOME,168245,23702,Aplahoué-Djakotomey-Dogbo  
656,2021,DOGBO,129367,17071,Aplahoué-Djakotomey-Dogbo  
657,2021,KLOUEKANME,161427,24757,Klouékamè-Toviklin-Lalo  
658,2021,LALO,150543,22692,Klouékamè-Toviklin-Lalo  
659,2021,TOVIKLIN,111233,16129,Klouékamè-Toviklin-Lalo  
660,2021,BASSILA,163303,25488,Bassila (ZS)  
661,2021,COPARGO,89048,12149,Djougou-Ouaké-Copargo  
662,2021,DJOUGOU,336183,52357,Djougou-Ouaké-Copargo  
663,2021,OUAKE,93255,12849,Djougou-Ouaké-Copargo  
664,2021,COTONOU,852361,107404,Cotonou  
665,2021,ATHIEME,70903,9795,Lokossa-Athiémè  
666,2021,BOPA,120861,16983,Comè-Grand popo-Houèyogbé-Bopa  
667,2021,COME,100410,13379,Comè-Grand popo-Houèyogbé-Bopa  
668,2021,GRAND-POPO,72350,9435,Comè-Grand popo-Houèyogbé-Bopa  
669,2021,HOUEYOGBE,127906,17364,Comè-Grand popo-Houèyogbé-Bopa  
670,2021,LOKOSSA,131757,18117,Lokossa-Athiémè  
671,2021,ADJARRA,122296,18406,Akpro-missérété-Avrankou-Adjarra  
672,2021,ADJOHOUN,94553,13777,Adjohoun-Bonou-Dangbo  
673,2021,AGUEGUES,55939,8273,Porto-Novo-Sèmè-Kpodji-Aguégués  
674,2021,AKPRO-MISSERETE,131418,23365,Akpro-missérété-Avrankou-Adjarra  
675,2021,AVRANKOU,160741,25777,Akpro-missérété-Avrankou-Adjarra  
676,2021,BONOU,55671,7992,Adjohoun-Bonou-Dangbo  
677,2021,DANGBO,121043,18770,Adjohoun-Bonou-Dangbo  
678,2021,PORTO-NOVO,331800,42853,Porto-Novo-Sèmè-Kpodji-Aguégués  
679,2021,SEME-KPODJI,279556,41918,Porto-Novo-Sèmè-Kpodji-Aguégués  
680,2021,ADJA-OUERE,145968,21678,Pobè-Kétou-Adja-ouèrè  
681,2021,IFANGNI,139304,21072,Sakété-Ifangni  
682,2021,KETOU,197523,30295,Pobè-Kétou-Adja-ouèrè  
683,2021,POBE,155251,22812,Pobè-Kétou-Adja-ouèrè  
684,2021,SAKETE,143214,18534,Sakété-Ifangni  
685,2021,ABOMEY,115821,14671,Djidja-Abomey-Agbangnizoun  
686,2021,AGBANGNIZOUN,91070,12998,Djidja-Abomey-Agbangnizoun  
687,2021,BOHICON,215636,30830,Bohicon-Za-kpota-Zogbodomey  
688,2021,COVE,64330,8796,Covè-Zagnanado-Ouinhi  
689,2021,DJIDJA,155082,23703,Djidja-Abomey-Agbangnizoun  
690,2021,OUINHI,74541,10966,Covè-Zagnanado-Ouinhi  
691,2021,ZAGNANADO,69118,9662,Covè-Zagnanado-Ouinhi  
692,2021,ZA-KPOTA,166726,26297,Bohicon-Za-kpota-Zogbodomey  
693,2021,ZOGBODOMEY,116661,17750,Bohicon-Za-kpota-Zogbodomey  
694,2023,BANIKOARA,327031,55188,Banikoara (ZS)  
695,2023,GOGOUNOU,155870,27963,Kandi-Gogounou-Ségbana  
696,2023,KANDI,237791,41309,Kandi-Gogounou-Ségbana  
697,2023,KARIMAMA,88004,15483,Malanville-Karimama  
698,2023,MALANVILLE,223668,38200,Malanville-Karimama  
699,2023,SEGBANA,118148,21922,Kandi-Gogounou-Ségbana  
700,2023,BOUKOUMBE,109353,17710,Natitingou-Boukoumbé-Toucountouna  
701,2023,COBLY,89662,15844,Tanguiéta-Cobly-Matéri  
702,2023,KEROU,132891,24833,Kouandé-Péhunco-Kérou  
703,2023,KOUANDE,147935,25205,Kouandé-Péhunco-Kérou  
704,2023,MATERI,151142,24590,Tanguiéta-Cobly-Matéri  
705,2023,NATITINGOU,137726,19585,Natitingou-Boukoumbé-Toucountouna  
706,2023,PEHUNCO,103739,18732,Kouandé-Péhunco-Kérou  
707,2023,TANGUIETA,99359,16052,Tanguiéta-Cobly-Matéri  
708,2023,TOUCOUNTOUNA,52759,8316,Natitingou-Boukoumbé-Toucountouna  
709,2023,ABOMEY-CALAVI,870524,121989,Abomey-Calavi-So-ava  
710,2023,ALLADA,169119,24596,Allada-Toffo-Zè  
711,2023,KPOMASSE,89721,12146,Ouidah-Kpomassè-Tori-Bossito  
712,2023,OUIDAH,214905,31806,Ouidah-Kpomassè-Tori-Bossito  
713,2023,SO-AVA,157228,26240,Abomey-Calavi-So-ava  
714,2023,TOFFO,134732,19347,Allada-Toffo-Zè  
715,2023,TORI-BOSSITO,76437,11398,Ouidah-Kpomassè-Tori-Bossito  
716,2023,ZE,141798,22187,Allada-Toffo-Zè  
717,2023,BEMBEREKE,174083,28429,Bembèrèkè-Sinendé  
718,2023,KALALE,223987,44642,Nikki-Kalalé-Pèrèrè  
719,2023,N'DALI,150672,26339,N'Dali-Parakou  
720,2023,NIKKI,200578,37373,Nikki-Kalalé-Pèrèrè  
721,2023,PARAKOU,338839,43861,N'Dali-Parakou  
722,2023,PERERE,104761,21268,Nikki-Kalalé-Pèrèrè  
723,2023,SINENDE,121584,21858,Bembèrèkè-Sinendé  
724,2023,TCHAOUROU,295947,51891,Tchaourou (ZS)  
725,2023,BANTE,142154,20309,Savalou-Bantè  
726,2023,DASSA-ZOUME,148707,21401,Dassa-Glazoué  
727,2023,GLAZOUE,165032,22062,Dassa-Glazoué  
728,2023,OUESSE,188356,25922,Savè-Ouèssè  
729,2023,SAVALOU,191715,29317,Savalou-Bantè  
730,2023,SAVE,115622,15494,Savè-Ouèssè  
731,2023,APLAHOUE,226941,34054,Aplahoué-Djakotomey-Dogbo  
732,2023,DJAKOTOME,177761,24709,Aplahoué-Djakotomey-Dogbo  
733,2023,DOGBO,136684,17749,Aplahoué-Djakotomey-Dogbo  
734,2023,KLOUEKANME,170558,25807,Klouékamè-Toviklin-Lalo  
735,2023,LALO,159057,23668,Klouékamè-Toviklin-Lalo  
736,2023,TOVIKLIN,117524,16820,Klouékamè-Toviklin-Lalo  
737,2023,BASSILA,172539,26538,Bassila (ZS)  
738,2023,COPARGO,94085,12648,Djougou-Ouaké-Copargo  
739,2023,DJOUGOU,355198,54489,Djougou-Ouaké-Copargo  
740,2023,OUAKE,98529,13376,Djougou-Ouaké-Copargo  
741,2023,COTONOU,900570,111276,Cotonou  
742,2023,ATHIEME,74913,10188,Lokossa-Athiémè  
743,2023,BOPA,127697,17693,Comè-Grand popo-Houèyogbé-Bopa  
744,2023,COME,106089,13903,Comè-Grand popo-Houèyogbé-Bopa  
745,2023,GRAND-POPO,76442,9792,Comè-Grand popo-Houèyogbé-Bopa  
746,2023,HOUEYOGBE,135140,18065,Comè-Grand popo-Houèyogbé-Bopa  
747,2023,LOKOSSA,139209,18836,Lokossa-Athiémè  
748,2023,ADJARRA,129213,19141,Akpro-missérété-Avrankou-Adjarra  
749,2023,ADJOHOUN,99901,14324,Adjohoun-Bonou-Dangbo  
750,2023,AGUEGUES,59102,8602,Porto-Novo-Sèmè-Kpodji-Aguégués  
751,2023,AKPRO-MISSERETE,138851,24335,Akpro-missérété-Avrankou-Adjarra  
752,2023,AVRANKOU,169832,26806,Akpro-missérété-Avrankou-Adjarra  
753,2023,BONOU,58820,8320,Adjohoun-Bonou-Dangbo  
754,2023,DANGBO,127889,19511,Adjohoun-Bonou-Dangbo  
755,2023,PORTO-NOVO,350566,44456,Porto-Novo-Sèmè-Kpodji-Aguégués  
756,2023,SEME-KPODJI,295367,43586,Porto-Novo-Sèmè-Kpodji-Aguégués  
757,2023,ADJA-OUERE,154224,22594,Pobè-Kétou-Adja-ouèrè  
758,2023,IFANGNI,147183,21908,Sakété-Ifangni  
759,2023,KETOU,208695,31557,Pobè-Kétou-Adja-ouèrè  
760,2023,POBE,164032,23761,Pobè-Kétou-Adja-ouèrè  
761,2023,SAKETE,151314,19273,Sakété-Ifangni  
762,2023,ABOMEY,122372,15237,Djidja-Abomey-Agbangnizoun  
763,2023,AGBANGNIZOUN,96221,13522,Djidja-Abomey-Agbangnizoun  
764,2023,BOHICON,227832,32061,Bohicon-Za-kpota-Zogbodomey  
765,2023,COVE,67969,9140,Covè-Zagnanado-Ouinhi  
766,2023,DJIDJA,163853,24710,Djidja-Abomey-Agbangnizoun  
767,2023,OUINHI,78757,11410,Covè-Zagnanado-Ouinhi  
768,2023,ZAGNANADO,73027,10058,Covè-Zagnanado-Ouinhi  
769,2023,ZA-KPOTA,176156,27422,Bohicon-Za-kpota-Zogbodomey  
770,2023,ZOGBODOMEY,123259,18486,Bohicon-Za-kpota-Zogbodomey  
